DATE;Levegő páratartalom;Talaj nedvesség 60 cm;Légnyomás;Levegő hőmérséklet;Napelem töltő feszültség;Külső akkufeszültség;Csapadék;Talaj hőmérséklet 0 cm;Szél irány;Belső akkufeszültség;Csapadék Számláló;Levél nedvesség;Besugárzás;Szél lökés;Talaj nedvesség 90 cm;Fény egység;Talaj nedvesség 120 cm;Fagy;Szél sebesség;Talaj nedvesség 30 cm
2021. 1. 26. 2:00;84,276665;17,793497;997,73334;1,3000001;0;12,441667;0;2,3999999;287,42416;4,1865;;0;0;5,1666665;13,330997;649,1667;0;;0,6666667;16,960497
2021. 1. 26. 3:00;84,61;17,614998;998,3501;1,0166667;0;12,439667;0;2,3333333;296,81042;4,1861663;;0;0;6,3333335;13,172332;0;0;;1,5;16,901
2021. 1. 26. 4:00;84,395;17,654665;998,9666;0,5833333;0;12,423333;0;2,25;305,07272;4,184;;0;0;7,8333335;13,311164;649,1667;0;;2;16,801832
2021. 1. 26. 5:00;84,555;17,614998;999,5833;0,46666667;0,3735;12,420834;0;2,1200001;312,26617;4,183;;0;0;10,2;13,283399;0;0;;3,4;16,781998
2021. 1. 26. 6:00;83,55334;17,515831;1000,38336;0,6333334;12,195334;12,405999;0;2,1000001;274,85553;4,183333;;0;4,1666665;8,833333;13,013663;0;0;;2,3333333;16,68283
2021. 1. 26. 7:00;82,18833;17,495996;1001,05005;0,86666673;16,441334;12,415668;0;2,1000001;260,11337;4,1836667;;0;29;9;13,05333;9,333333;0;;2,3333333;16,662996
2021. 1. 26. 8:00;80,11;17,317497;1001,68;1,1;16,774;12,447166;0;2,1000001;244,169;4,1808333;;0;46,666668;10;12,775664;30,666666;0;;3,6666667;16,563831
2021. 1. 26. 9:00;77,70167;17,297663;1002,3167;1,7333335;16,784;12,613168;0;2,1833332;273,5699;4,189333;;0;110,833336;11,833333;12,775664;83,666664;0;;4,5;16,543997
2021. 1. 26. 10:00;72,545006;17,178663;1002,5;2,5333333;16,791666;12,727834;0;2,3333333;265,1199;4,223167;;0;141,66667;15;12,676497;94,166664;0;;6;16,524164
2021. 1. 26. 11:00;71,96;17,138998;1002,68335;2,5166667;16,769999;12,662;0;2,3999999;270,60968;4,2096667;;0;85;13,2;12,577331;57,333332;0;;5,6;16,424997
2021. 1. 26. 12:00;75,67834;17,119165;1002,71674;2,3999999;16,772001;12,603166;0;2,3999999;257,33087;4,2053337;;0;67,5;9,5;12,577331;642,5;0;;3,5;16,424997
2021. 1. 26. 13:00;81,01833;17,138998;1003,23334;1,7833334;16,762167;12,474;0;2,4;251,69177;4,2028337;;5;30;6;12,521797;11,5;0;;1,6666666;16,405165
2021. 1. 26. 14:00;81,29167;17,178665;1003,6501;2,2499998;16,768;12,475833;0;2,3999999;238,69315;4,2006664;;10;51,666668;4,5;12,616998;91,5;0;;1;16,305998
2021. 1. 26. 15:00;79,714005;17,099333;1004;2,02;13,532001;12,414333;0;2,3833334;247,48991;4,1978335;;10;9,166667;2,5;12,616997;7;0;;0;16,305998
2021. 1. 26. 16:00;84,49834;17,099333;1004,58325;0,78333336;0,27366665;12,395332;0;2,1833334;245,10277;4,1955;;10;0;0,6666667;12,656665;0;0;;0;16,305998
2021. 1. 26. 17:00;80,536674;17,09933;1004,9666;0,6666667;0;12,379666;0;1,9666666;254,05713;4,1928334;;10;0;3,6;12,616998;0;0;;0,4;16,186998
2021. 1. 26. 18:00;75,115;17,019997;1005,03326;0,5833333;0;12,371667;0;1,85;272,8114;4,192167;;10;0;5;12,577331;296,83334;0;;0,8333333;16,186998
2021. 1. 26. 19:00;77,221664;17,000162;1005,23334;-0,033333335;0;12,3605;0;1,7166667;296,98947;4,1908336;;0;0;4,1666665;12,537663;3;0;;0,16666667;16,186998
2021. 1. 26. 20:00;76,31834;16,960497;1005,45;-0,25000003;0;12,3585005;0;1,5833334;304,74524;4,1876664;;0;0;5,3333335;12,478165;7,5;0;;0,6666667;16,107664
2021. 1. 26. 21:00;79,136665;16,805798;1005,4666;-1,1333333;0;12,342999;0;1,44;314,13498;4,1873336;;0;0;1,3333334;12,378998;0;0;;0;16,067995
2021. 1. 26. 22:00;78,97399;16,821665;1005,52;-1,14;0;12,339168;0;1,3666667;331,48456;4,187333;;0;0;3,5;12,398831;0;0;;0;16,067995
2021. 1. 26. 23:00;79,24;16,881165;1005,5;-0,9166667;0;12,3255005;0;2,82;328,117;4,1853333;;0;0;0,8;12,378998;649,1667;0;;0;13,668164
2021. 1. 27. 0:00;84,64834;16,920832;1005,3166;-0,13333333;0;12,326167;0;2,8;314,24258;4,183;;0;0;2,1666667;12,398831;0,16666667;0;;0,16666667;13,866497
2021. 1. 27. 1:00;84,88334;16,901;1005,05;0,083333336;0;12,328834;0;2,8;312,90173;4,182167;;0;0;3,1666667;12,398831;0;0;;0;13,886331
2021. 1. 27. 2:00;86,21;16,881165;1004,89996;0,083333336;0;12,257;0;2,75;311,1444;4,0401664;;0;0;5,6666665;12,359164;295,83334;0;;0,8333333;13,767331
2021. 1. 27. 3:00;88,18167;16,8415;1004,9167;0,36666667;0;12,3205;0;2,7;289,60385;4,1809998;;0;0;6,6666665;12,339332;291;0;;1,3333334;13,806998
2021. 1. 27. 4:00;88,974;16,781998;1004,95996;0,5;0;12,309334;0;2,6499999;288,2175;4,1813335;;0;0;6;12,283798;9;0;;1;13,7593975
2021. 1. 27. 5:00;90,19166;16,781998;1005,2;-0,18333332;0,8743333;12,315;0;2,6000001;233,43994;4,1800003;;3,3333333;0;5,5;12,279831;18;0;;0,6666667;13,707829
2021. 1. 27. 6:00;90,35166;16,702665;1005,3333;-0,81666666;14,821334;12,2965;0;2,6;272,80524;4,1806664;;10;10,833333;5,8333335;12,259997;0,5;0;;0,8333333;13,588832
2021. 1. 27. 7:00;86,91333;16,68283;1005,6333;-0,53333336;16,783834;12,375999;0;2,6000001;266,88412;4,179167;;3,3333333;53;8,5;12,259997;35,166668;0;;2,1666667;13,568997
2021. 1. 27. 8:00;81,18;16,722498;1005,8;0,56666666;17,5175;12,7369995;0;2,55;268,56305;4,2013335;;0;211,66667;13,833333;12,240165;130;0;;4,6666665;13,628498
2021. 1. 27. 9:00;72,17667;16,762163;1005,8499;2,1333332;21,806665;13,3765;0;1,2666668;273,1953;4,2193336;;0;345,83334;13,666667;12,160831;251,16667;0;;5,5;15,710998
2021. 1. 27. 10:00;65,831665;16,643166;1005,4834;3,283333;22,070501;13,364166;0;1,5166668;265,88986;4,2095;;0;401,66666;14,4;11,962499;908;0;;6,2;15,710998
2021. 1. 27. 11:00;61,565998;16,643164;1005,42004;3,7599998;19,429333;13,157833;0;2;267,91125;4,226667;;0;266,66666;13,333333;12,061665;497,83334;0;;5,5;13,58883
2021. 1. 27. 12:00;64,111664;16,524164;1005,36664;3,1833334;17,537;12,9851675;0;2,1000001;261,99384;4,2219996;;0;110,833336;12,5;11,823665;116,833336;0;;4,8333335;15,710998
2021. 1. 27. 13:00;66,41166;16,543997;1005,3333;3,3833332;16,774;12,864333;0;2,4;273,48615;4,216833;;0;95;11,166667;11,807797;89,666664;0;;3,6666667;13,402397
2021. 1. 27. 14:00;67,674995;16,484497;1005,2;3,2;16,674168;12,720166;0;2,4666665;273,6818;4,212167;;0;44,166668;7,8333335;11,783998;52;0;;2,3333333;13,35083
2021. 1. 27. 15:00;69,12833;16,44483;1005,14996;2,6000001;13,032833;12,641999;0;2,5;298,57242;4,2096667;;0;12,5;9;11,744331;13,166667;0;;2,1666667;13,231832
2021. 1. 27. 16:00;73,401665;16,524164;1004,9666;1,5833331;0,20533334;12,605667;0;2,5;295,85678;4,205333;;0;0;4;11,942664;295,66666;0;;0,16666667;13,231831
2021. 1. 27. 17:00;75,66;16,484497;1004,98334;0,88333327;0;12,577834;0;2,5;346,56644;4,2021666;;0;0;2,4;11,902999;1;0;;0,2;13,192165
2021. 1. 27. 18:00;74,594;16,504332;1005,07996;0,7;0;12,562333;0;1,5500001;326,12097;4,2009997;;0;0;5,5;11,902999;0;0;;0,6666667;15,591996
2021. 1. 27. 19:00;74,45167;16,424997;1005,1333;0,48333335;0;12,546666;0;1,4333334;322,42755;4,199;;0;0;6,3333335;11,922832;4,5;0;;1,3333334;15,591996
2021. 1. 27. 20:00;76,149994;16,424997;1005,2334;-0,31666666;0;12,537834;0;1,3333334;305,37854;4,1959996;;0;0;5,5;11,922832;0;0;;0,8333333;15,572163
2021. 1. 27. 21:00;77,41333;16,401196;1005,3667;-0,7833333;0;12,513667;0;2,3999999;293,6278;4,1940002;;0;0;6,5;11,902998;649,1667;0;;0,8333333;13,092998
2021. 1. 27. 22:00;79,585;16,325832;1005,5833;-1,4499999;0;12,5145;0;2,3999999;317,61328;4,1905;;0;0;5,6;11,902999;0,16666667;0;;0,6;13,013664
2021. 1. 27. 23:00;79,63166;16,246498;1005,48334;-1,7499999;0;12,497666;0;2,3500001;321,258;4,1908336;;0;0;6;11,843498;0;0;;0,8333333;15,472999
2021. 1. 28. 0:00;80,128334;16,067997;1005,43335;-2,1166668;0;12,487167;0;2,3;324,91232;4,1903334;;0;0;4,5;11,744331;0;0;;0,33333334;15,472999
2021. 1. 28. 1:00;80,198;16,008497;1005,16;-2,3400002;0,003833333;12,478999;0;2,3;307,38116;4,1868334;;0;0;4,8333335;11,664998;0;0;;0;15,413498
2021. 1. 28. 2:00;80,276665;15,909331;1004,8833;-2,6000001;0;12,470333;0;2,2;327,21204;4,1851664;;0;0;4,1666665;11,585664;0;0;;0;15,353997
2021. 1. 28. 3:00;81,74833;15,79033;1005,0833;-3,0333335;0;12,458835;0;2,1599998;335,97485;4,1838336;;0;0;3,4;11,466664;0;0;;0;15,353997
2021. 1. 28. 4:00;82,72833;15,710997;1005,08344;-3,25;0;12,454834;0;2,1000001;331,71286;4,183167;;0;0;3,5;11,3555975;0;0;;0,16666667;15,353998
2021. 1. 28. 5:00;84,355;15,631663;1005,21674;-3,583333;1,2676667;12,443833;0;2,1000001;331,6128;4,183666;;0;0;1,5;11,228664;286;0;;0;15,25483
2021. 1. 28. 6:00;87,00834;15,532497;1005,3333;-3,7166665;15,108833;12,4355;0;2,0333335;331,84738;4,182667;;0;9;0,16666667;11,069999;0,5;0;;0;15,234998
2021. 1. 28. 7:00;82,562004;15,691163;1005,4;-2,06;16,777834;12,533166;0;1,9666667;358,0156;4,1805005;;0;52,5;1,6666666;11,089832;39,666668;0;;0;15,234998
2021. 1. 28. 8:00;77,49833;16,087831;1005,1667;-0,41666666;16,797333;12,735667;0;1,9;285,01328;4,1903334;;0;115,833336;2,3333333;11,347665;86,333336;0;;0;15,234998
2021. 1. 28. 9:00;75,24166;16,305998;1005,28326;0,9333334;16,813168;12,939835;0;1,9;10,461775;4,221167;;0;140,83333;4,2;11,506331;93,5;0;;0,8;15,234998
2021. 1. 28. 10:00;79,345;16,345663;1004,96674;0,8333333;16,781832;12,741001;0;1,9;55,4322;4,2075;;0;90,833336;5;11,506331;53,833332;0;;0,6666667;15,155665
2021. 1. 28. 11:00;76,60834;16,401196;1004,05;1,8666664;16,811165;12,964499;0;1,8000001;41,548756;4,2186666;;0;165,83333;6,6666665;11,426998;413;0;;1,8333334;15,115997
2021. 1. 28. 12:00;71,68167;16,424997;1003,03326;2,7166665;16,791666;12,984668;0;1,8000001;62,54413;4,215;;0;163,33333;11,166667;11,387332;731,6667;0;;3,5;15,115997
2021. 1. 28. 13:00;71,708;16,305998;1002,36;2,88;16,783834;12,842334;0;1,8000001;48,034718;4,209833;;0;96,666664;10,666667;11,149331;68,666664;0;;3,6666667;15,115997
2021. 1. 28. 14:00;71,816666;16,186998;1001,6333;3,25;16,778;12,7873335;0;1,8000001;67,777016;4,2068334;;0;73,333336;9,333333;11,010498;106,666664;0;;2,5;15,115997
2021. 1. 28. 15:00;77,315;16,167166;1001,13336;2,4333334;12,8195;12,601666;0;1,8833332;22,709343;4,2035003;;0;11,666667;7,6;11,109664;7,3333335;0;;2;15,115997
2021. 1. 28. 16:00;81,47668;16,167164;1000,38336;1,4500002;0,19733334;12,562333;0;1,9;93,34584;4,2001667;;0;0;4,3333335;11,149331;649,1667;0;;0,16666667;15,115997
2021. 1. 28. 17:00;83,99833;16,206831;999,6501;1,15;0;12,522834;0;1,9;51,262363;4,1986666;;0;0;5,5;11,208832;948;0;;1;15,115997
2021. 1. 28. 18:00;84,49167;16,186998;998,95;1,1;0;12,504833;0;1,9;345,73923;4,1963334;;0;0;5,3333335;11,208832;0;0;;0,5;15,115997
2021. 1. 28. 19:00;85,51499;16,186998;998,06665;0,79999995;0;12,490499;0;1,9;110,96755;4,1936665;;0;0;5,5;11,165198;0;0;;0,6666667;15,115997
2021. 1. 28. 20:00;86,272;16,167166;997,8;0,7;0;12,478833;0;1,9;94,96711;4,1926665;;0;0;6,8333335;11,149331;1,3333334;0;;1,3333334;15,115997
2021. 1. 28. 21:00;89,5;16,484497;997,56665;0,65000004;0;12,452334;0;1,9;50,118015;4,190666;;8,333333;0;8,6;12,002164;1;0;;2,6;15,195331
2021. 1. 28. 22:00;94,299995;17,714165;996,5833;0,45000002;0;12,453667;0;1,9;43,068466;4,1908336;;10;0;8,666667;13,112831;0;0;;2,5;15,353997
2021. 1. 28. 23:00;94,91166;18,745497;995,7166;0,76666665;0;12,444833;0;1,1;23,85747;4,1878333;;10;0;8,833333;13,906163;0;0;;2;15,353997
2021. 1. 29. 0:00;95,15833;18,864496;995,05;1,1;0;12,433833;0;1,1833334;47,488636;4,185;;10;0;6,6666665;14,282997;299,16666;0;;1,1666666;15,453164
2021. 1. 29. 1:00;95,02667;18,824831;994,4834;1,4166666;0;12,435666;0;1,3000001;47,49309;4,1854997;;10;0;7,1666665;14,362331;0;0;;1,6666666;15,55233
2021. 1. 29. 2:00;93,67834;18,58683;994,0667;1,6999999;0;12,423833;0;1,3333334;24,410109;4,185833;;10;0;7,1666665;14,282997;0;0;;1,8333334;15,691163
2021. 1. 29. 3:00;93,338;18,257597;994,12;1,78;0;12,429667;0;1,4;33,551857;4,1838336;;10;0;6;14,187798;0;0;;1,2;15,710997
2021. 1. 29. 4:00;93,06666;17,99183;994,43335;2,1499999;0;12,421166;0;1,4333334;32,201004;4,1815;;10;0;4,1666665;14,00533;0;0;;0,16666667;15,829997
2021. 1. 29. 5:00;93,07166;17,75383;994,8333;2,8166666;0,86666673;12,422;0;1,5666666;44,02053;4,1819997;;10;0;2;13,767331;0;0;;0;15,829997
2021. 1. 29. 6:00;90,371666;17,57533;995,14996;4,4;14,954499;12,413333;0;1,7000002;18,552809;4,1818333;;11,666667;15;5,8333335;13,6086645;653,6667;0;;0,5;15,810163
2021. 1. 29. 7:00;89,12667;17,416664;995,5667;5,25;16,772001;12,391667;0;1,9333333;329,6837;4,051;;10;50;6,8333335;13,390498;26,666666;0;;1,1666666;15,710998
2021. 1. 29. 8:00;85,07667;17,257998;995,38336;6,216667;16,768;12,520333;0;2,266667;340,67938;4,1786666;;10;80;7,1666665;13,132664;55,666668;0;;1,3333334;15,710998
2021. 1. 29. 9:00;83,793335;17,198498;994,8833;6,7833333;16,772001;12,544;0;2,5333335;49,688538;4,1795;;10;85;5,6;12,835164;56,5;0;;0,6;15,710998
2021. 1. 29. 10:00;84,44334;17,039831;994,35004;7,1666665;16,797335;12,681834;0;2,8166666;36,7899;4,1773334;;10;129,16667;4,5;12,537663;106;0;;0,8333333;15,710998
2021. 1. 29. 11:00;83,262;16,841497;994,07996;7,66;16,769835;12,682667;0,036166664;3,1000001;19,556189;4,177833;;10;116,666664;4,8333335;12,180665;100,5;0;;0,5;15,710998
2021. 1. 29. 12:00;86,44;16,805798;993,8833;7,566666;16,76;12,559167;0;3,2599998;14,218471;4,176;;10;54,166668;5,8333335;11,926798;30,166666;0;;1,3333334;15,710998
2021. 1. 29. 13:00;88,685;16,86133;992,93335;7,316666;16,768167;12,493833;0;3,3;72,15009;4,1755004;;10;40;6;12,1608305;13,5;0;;0,8333333;15,710998
2021. 1. 29. 14:00;91,48501;17,317497;992,18335;7,066666;15,4123335;12,449333;0;3,3999999;39,02521;4,1745;;10;15,833333;5,6666665;12,914497;0;0;;1,1666666;15,770497
2021. 1. 29. 15:00;92,19833;18,88433;991,6167;6,8333335;6,4743342;12,427669;0;3,4333334;43,580692;4,177;;10;2,5;8;14,60033;810;0;;1,8333334;16,048164
2021. 1. 29. 16:00;92,02833;19,538832;991,1667;6,7333336;0,05466667;12,430333;0;3,6000001;96,71086;4,1734996;;10;0;10,8;15,334164;310,5;0;;3,8;16,68283
2021. 1. 29. 17:00;90,94833;18,864498;991,05005;6,6666665;0;12,4140005;0;3,6000001;47,243904;4,173333;;10;0;8,166667;14,699498;654,6667;0;;1,8333334;16,901
2021. 1. 29. 18:00;91,60667;18,547165;990,73334;6,366667;0;12,409833;0;2,5833333;34,932526;4,1733336;;10;0;7,8333335;14,243332;0;0;;1,8333334;16,901
2021. 1. 29. 19:00;91,761665;18,28933;990,91675;6,0833335;0;12,403333;0;2,6000001;36,829903;4,171333;;10;0;8,166667;13,925998;0;0;;1,6666666;16,901
2021. 1. 29. 20:00;92,11;18,011665;990,92004;6,02;0;12,394168;0;3,6000001;49,229656;4,171833;;10;0;5,8333335;13,7474985;1,6666666;0;;1;16,781998
2021. 1. 29. 21:00;92,619995;17,852997;990,76666;5,683333;0;12,398667;0;3,5166667;52,077316;4,1705003;;10;0;5,8333335;13,628498;301,66666;0;;1,1666666;16,781998
2021. 1. 29. 22:00;93,113335;17,773664;990,51666;5,35;0;12,379833;0;3,45;31,805355;4,169333;;10;0;5,6666665;13,568997;0,33333334;0;;0,5;16,702665
2021. 1. 29. 23:00;94,03666;17,662598;990,2166;4,8666663;0;12,378166;0;2,8;37,63275;4,171;;10;0;2,4;13,497599;0;0;;0;15,211199
2021. 1. 30. 0:00;94,77833;17,674498;990,43335;4,483333;0;12,359833;0;2,8200002;58,64872;4,1678333;;10;0;2,5;13,489665;298,83334;0;;0;15,234998
2021. 1. 30. 1:00;95,06167;17,614998;990,7834;4,0833335;0;12,361167;0;2,8999999;64,573265;4,1685;;10;0;3,5;13,390498;0;0;;0;15,115997
2021. 1. 30. 2:00;95,420006;17,57533;990,89996;3,833333;0;12,351334;0;2,8999999;58,47496;4,167667;;10;0;0,6666667;13,430164;0;0;;0;15,1556635
2021. 1. 30. 3:00;95,63166;17,555496;991,06665;3,1333334;0;12,350166;0;2,8999999;58,41659;4,166167;;10;0;0;13,291331;0;0;;0;15,115997
2021. 1. 30. 4:00;96,088;17,57533;991,4;2,72;0;12,335334;0;2,8999999;58,41659;4,1665;;10;0;0,33333334;13,231831;0;0;;0;15,195332
2021. 1. 30. 5:00;95,82833;17,495996;991,5;2,5833333;1,2911667;12,332001;0;2,8999999;58,41659;4,1651664;;10;0;0,6;13,251663;10;0;;0;15,155665
2021. 1. 30. 6:00;95,993324;17,495996;992,05;2,2166667;14,793667;12,319;0;2,8999999;58,41659;4,1653333;;10;10,833333;0,8333333;13,271499;302,5;0;;0;15,175498
2021. 1. 30. 7:00;96,01499;17,472197;992,55005;3,3333333;16,789501;12,389667;0;2,8399997;49,610855;4,1649995;;10;55,833332;2,6666667;13,283399;40,5;0;;0,16666667;15,139798
2021. 1. 30. 8:00;90,619995;17,376997;992,64996;5,85;17,286667;12,815167;0;2,8;34,28641;4,2105002;;10;242,5;4,3333335;13,132664;763;0;;0,33333334;14,897831
2021. 1. 30. 9:00;81,48;17,1985;992,73334;8,5;16,799334;12,884334;0;2,8;20,632605;4,228;;5;160;7,3333335;12,735997;115;0;;2;14,302831
2021. 1. 30. 10:00;77,81167;17,039831;992,3;9,900001;17,478334;13,0998335;0;2,8;8,951056;4,2226667;;0;274,16666;6,8333335;12,359164;203,83333;0;;1,6666666;14,084663
2021. 1. 30. 11:00;73,473335;16,960497;991,8667;11,516666;18,979166;13,120834;0;2,8999999;25,193657;4,2151666;;0;239,16667;8,5;12,061665;277,16666;0;;2,8333333;13,88633
2021. 1. 30. 12:00;63,562;17,019999;991,32;12,920001;19,851831;13,173332;0;2,9166667;41,19384;4,2103333;;0;287,5;10,833333;11,843498;555,3333;0;;4;13,687997
2021. 1. 30. 13:00;69,723335;16,821663;990,73334;12,333333;16,779667;12,834499;0;3,0666666;351,91077;4,2071667;;0;94,166664;10;11,764165;937,3333;0;;3,4;13,430163
2021. 1. 30. 14:00;74,378334;16,841497;990,31665;11,8;16,758;12,722667;0;3,1500003;72,38359;4,2045;;0;57,5;12,333333;11,744331;155;0;;4;13,449998
2021. 1. 30. 15:00;79,67833;16,781998;990,28326;10,799999;13,128833;12,646501;0;3,283333;41,289047;4,2019997;;0;8,333333;8;11,664998;1,1666666;0;;2,1666667;13,430164
2021. 1. 30. 16:00;84,46667;16,74233;990,3833;9,383334;0,442;12,618667;0;3,3666666;34,668736;4,1975;;0;0;3,6666667;11,585664;0;0;;0,16666667;13,35083
2021. 1. 30. 17:00;87,32166;16,68283;990,5833;8,433333;0;12,597333;0;3,3999999;28,721241;4,1966667;;0;0;3,8333333;11,605496;2;0;;0,33333334;13,3309965
2021. 1. 30. 18:00;89,061676;16,702665;990,85004;7,7999997;0;12,5841675;0;3,5;79,783676;4,1933336;;0;0;4,8333335;11,545998;0;0;;0,5;13,291331
2021. 1. 30. 19:00;91,28666;16,643164;990,89996;7,216667;0;12,569667;0;3,5666666;114,77744;4,1913333;;8,333333;0;2,1666667;11,545998;0;0;;0;13,3309965
2021. 1. 30. 20:00;91,51666;16,591597;991,03326;6,9666657;0;12,556333;0;3,6000001;88,5004;4,190334;;5;0;1,1666666;11,545998;0;0;;0;13,354797
2021. 1. 30. 21:00;89,23;16,543997;991,07996;7,16;0;12,546165;0;3,6000001;191,3543;4,1891665;;0;0;1,2;11,545998;304,66666;0;;0;13,390498
2021. 1. 30. 22:00;87,56;16,563831;991,10004;6,6333337;0;12,537833;0;3,6000001;189,68956;4,188833;;0;0;1,8333334;11,545998;0;0;;0,16666667;13,430164
2021. 1. 30. 23:00;84,261665;16,643166;990,94995;6,783333;0;12,532001;0;4,2000003;132,9039;4,188667;;0;0;2,1666667;11,506331;649,1667;0;;0;15,9489975
2021. 1. 31. 0:00;85,71167;16,524164;991,48334;6,3500004;0;12,526;0;4,2000003;237,03925;4,1865;;3,3333333;0;4,8333335;11,446831;0;0;;1;15,9489975
2021. 1. 31. 1:00;86,77667;16,524164;991,81665;5,2166667;0;12,517833;0;4,1333337;254,38611;4,183333;;10;0;7,3333335;11,545998;0;0;;2,5;15,9489975
2021. 1. 31. 2:00;90,62333;16,762165;992,18335;3,05;0;12,507667;0;3,9499998;255,23482;4,1825004;;12;0;11;12,240165;0;0;;3,5;15,889497
2021. 1. 31. 3:00;87,95166;17,57533;993,10004;1,0333334;0;12,503499;0,07233333;3,5166667;221,61032;4,1808333;;10;0;9,2;13,549164;0;0;;3,8;15,909331
2021. 1. 31. 4:00;90,465004;18,11083;993,5833;0,26666668;0;12,480667;0;3,1000001;253,42706;4,1793337;;10;0;9,833333;14,163998;650;0;;3,6666667;15,988664
2021. 1. 31. 5:00;91,8;18,257597;994,22003;-0,26000002;0,35216668;12,4851675;0;2,7599998;248,34682;4,179333;;10;0;11,166667;14,306798;0;0;;3,6666667;16,02833
2021. 1. 31. 6:00;92,23334;17,932333;995,14996;-0,6166667;10,8706665;12,466;0,036166664;2,3666668;270,2561;4,177;;10;3,3333333;7,8333335;14,124331;0;0;;3,1666667;16,067997
2021. 1. 31. 7:00;93,256676;17,892664;995,3;-0,8833334;15,676;12,458833;0;2,2333333;225,05244;4,179167;;10;25;10,5;14,025165;14,833333;0;;4,1666665;16,167166
2021. 1. 31. 8:00;92,60166;17,81333;995,63336;-0,75;15,748833;12,442166;0;2,1166668;237,08783;4,1786666;;10;29,166666;11,333333;13,906163;16,666666;0;;4;16,186998
2021. 1. 31. 9:00;91,07666;17,674498;996,1667;-0,4666667;16,777834;12,4505005;0;2,1000001;237,02147;4,1778336;;10;51,666668;8,6;14,00533;40,666668;0;;3;16,186998
2021. 1. 31. 10:00;91,166664;17,99183;995,8333;-0,26666665;16,777834;12,442;0;2,1000001;237,68701;4,174167;;10;65,833336;9;14,342499;61,333332;0;;3,3333333;16,186998
2021. 1. 31. 11:00;91,08667;18,447996;995,7334;0,06666667;16,772001;12,447334;0;2,1000001;206,72716;4,1745;;10;65;8,666667;14,401998;46,833332;0;;2,8333333;16,286165
2021. 1. 31. 12:00;91,548;18,828796;995,25995;0,16;16,783499;12,442666;0;2,1;237,95683;4,173834;;10;64,166664;8,166667;14,520998;339,33334;0;;2,8333333;16,325832
2021. 1. 31. 13:00;88,54833;18,82483;994,5334;0,48333335;16,781834;12,468501;0;2,1000001;250,59482;4,1740003;;10;53;10;14,679665;31;0;;3,6666667;16,424997
2021. 1. 31. 14:00;82,70333;18,82483;994,51666;1;15,605832;12,419499;0;2,1000001;255,9472;4,173;;10;24,166666;8,333333;14,977164;295,83334;0;;3;16,424997
2021. 1. 31. 15:00;89,18833;18,804995;994,9666;0,29999998;9,434667;12,413501;0;2;223,69543;4,1731668;;10;4,1666665;8;14,798663;295,66666;0;;2,8;16,424997
2021. 1. 31. 16:00;92,47833;18,606665;994,7166;-0,116666675;0,09583333;12,403333;0;1,9;209,98137;4,1726665;;10;0;6,3333335;14,5408325;0,33333334;0;;1,5;16,424997
2021. 1. 31. 17:00;85,835;18,269499;994,49994;0,38333336;0;12,387666;0;1,9;238,08643;4,170833;;10;0;5,5;14,30283;588,5;0;;2;16,424997
2021. 1. 31. 18:00;85,212;18,130665;994,07996;0,45999998;0;12,384334;0;1,9;247,9719;4,1720004;;10;0;5,8333335;14,203664;0;0;;1,8333334;16,424997
2021. 1. 31. 19:00;85,361664;17,714163;993,7834;0,18333334;0;12,372333;0;1,8666667;245,96114;4,1698337;;12;0;6,6666665;13,925998;286,66666;0;;2,1666667;16,405165
2021. 1. 31. 20:00;85,409996;17,495996;993,3333;0,033333335;0;12,369;0;1,8;255,27524;4,1703334;;10;0;8,666667;13,616597;591;0;;3;16,305998
2021. 1. 31. 21:00;86,05833;17,416664;993,13336;-0,16666669;0;12,355334;0;1,7833333;240,94016;4,1683335;;10;0;8,6;13,311165;0;0;;3;16,305998
2021. 1. 31. 22:00;86,105;17,297663;992,8166;-0,35000002;0;12,348334;0;1,6833333;244,1835;4,1686664;;10;0;9,833333;13,0929985;0;0;;3,3333333;16,305998
2021. 1. 31. 23:00;87,168335;17,416662;992,55005;-0,4666667;0;12,332832;0;1,6;257,1793;4,1668334;;10;0;9,166667;13,211998;649,1667;0;;2,8333333;14,937497
2021. 2. 1. 0:00;88,78833;17,595163;992,4666;-0,6166666;0;12,338666;0;1,6;238,63205;4,165833;;10;0;7,8333335;13,489665;0;0;;2,6666667;15,472997
2021. 2. 1. 1:00;90,204;17,99183;992,13995;-0,7;0;12,313499;0;1,5666666;252,79765;4,166;;10;0;6;13,826831;649,1667;0;;2,1666667;15,96883
2021. 2. 1. 2:00;92,136665;18,46783;991,7834;-0,7;0;12,318667;0;1,5;266,81067;4,1676664;;10;0;6,8;14,302831;0;0;;2,8;16,623331
2021. 2. 1. 3:00;92,51501;18,662197;991,76666;-1,0000001;0;12,308333;0;1,4;284,08203;4,166;;10;0;9;14,520998;585,1667;0;;3,5;16,948597
2021. 2. 1. 4:00;92,28;18,586832;991,9167;-1,2333335;0;12,313499;0;1,4;283,9864;4,164;;10;0;6,6666665;14,441666;1,3333334;0;;2,6666667;16,623331
2021. 2. 1. 5:00;92,299995;18,40833;992,35004;-1,4499999;0,7686667;12,308999;0;1,3833333;276,01593;4,1643333;;10;0;6,5;14,342498;0,5;0;;2,3333333;16,365498
